#Name	RON	PubChem	>= 1 O	>= 1 any ring size 3	>= 1 any ring size 5	>= 1 any ring size 6	>= 1 any ring size 7	>= 1 any ring size 8	>= 1 aromatic ring	>= 1 hetero-aromatic ring	>= 1 saturated or aromatic carbon-only ring size 3	>= 1 saturated or aromatic carbon-only ring size 5	>= 1 saturated or aromatic carbon-only ring size 6	>= 1 saturated or aromatic carbon-only ring size 7	>= 1 saturated or aromatic carbon-only ring size 8	>= 1 saturated or aromatic heteroatom-containing ring size 5	>= 16 H	>= 2 O	>= 4 C	>= 8 C	>= 8 H	Auto-Ignition	Boiling Point	C(-C)(-C)(=C)	C(-C)(-C)(=O)	C(-C)(-H)(=C)	C(-C)(-H)(=O)	C(-C)(-O)(=O)	C(-C)(=C)	C(-C)(=O)	C(-H)(=C)	C(-H)(=O)	C(-O)(=O)	C(:C)(:C)	C(~C)(:C)	C(~C)(:C)(:C)	C(~C)(~C)	C(~C)(~C)(~C)	C(~C)(~C)(~C)(~C)	C(~C)(~C)(~C)(~H)	C(~C)(~C)(~C)(~O)	C(~C)(~C)(~H)(~O)	C(~C)(~C)(~O)	C(~C)(~H)(~O)	C(~C)(~O)	C(~H)(:C)	C(~H)(:C)(:C)	C(~H)(~H)(~H)	C(~H)(~O)	C(~O)(:C)	C(~O)(:C)(:C)	C(~O)(~O)	C-C(C)(C)-C-C	C-C(C)-C(C)-C	C-C(C)-C-C	C-C(C)-C-C-C	C-C-C(C)-C-C	C-C-C-C-C	C-C-C-C-C-C	C-C-C-C-C-C(C)-C	C-C-C-C-C-C-C	C-C-C-C-C-C-C-C	C-C-C-C:C	C-C-C-O-[#1]	C-C-C:C-C	C-C-C=C	C-C-C=C-C	C-C-O-C-C	C-C-O-C:C	C-C:C-C-C	C-C:C-C:C	C-C:C-O-C	C-C:C:C-C	C-C=C-C	C-C=C-C-C	C-C=C-C:C	C-C=C-C=C	C-O	C-O-C-C:C	C-O-C-C=C	C-O-C:C-C	C-O-C=C	C:C-C-C	C:C-C-C-C	C:C-C-C:C	C:C-C:C	C:C-C=C	C:C-C=C-C	C:C-O-C	C:C-O-C-C	C=C	C=C-C-C	C=C-C-C-C	C=C-C-O-C	C=C-C-O-[#1]	C=C-C:C	C=C-C=C	C=O	CC1C(C)CCC1	CC1C(C)CCCC1	CC1CC(C)CC1	CC1CC(C)CCC1	CC1CCC(C)CC1	Cc1c(C)cccc1	Cc1ccc(C)cc1	Complexity	Defined Bond Stereocenter Count	Density	Exact Mass	Flash Point	Heavy Atom Count	Hydrogen Bond Acceptor Count	Hydrogen Bond Donor Count	LogP	Melting Point	Molecular Weight	Monoisotopic Mass	O(:C)(:C)	O(~C)(~C)	O(~C)(~H)	O-C-C-C-C	O-C-C-C-C-C	O-C-C-C-C-C-C	O-C-C-C:C	O-C-C-C=C	O-C-C:C	O-C-C:C-C	O-C-C=C	O-C-C=C-C	O-C:C-C	O-C:C-C-C	O-C:C-[#1]	O-C:C:C-C	O-C=C-C	O-H	O=C-C-C	O=C-C-C-C	O=C-C-C-C-C	O=C-C-C:C	O=C-C:C	O=C-C:C-C	O=C-C=C	O=C-C=C-C	O=C-C=C-[#1]	PubChem	Rotatable Bond Count	Topological Polar Surface Area	Undefined Atom Stereocenter Count	Undefined Bond Stereocenter Count	Vapor Density	Vapor Pressure	XLogP3	XLogP3-AA	[#1]-C-C=C-[#1]	[#1]-C-O-[#1]	[#1]-C=C-[#1]
"1,1,3-Trimethylcyclohexane"	81.3	18309	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	333.86159	144.62793	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	92.2	0	0.8146	126.14085	22.00133	9	0	0	3.02289	-111.02888	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18309	0	0	1	0	2.89629	42.28201	2.99955	4.1	0	0	0
tert-Butylcyclohexane	98.5	18508	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	488.38309	126.53893	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.1	0	0.75873	140.1565	26.35154	10	0	0	2.54881	-62.95238	140.2658	140.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18508	1	0	0	0	1.65787	34.65867	2.93017	4.7	0	0	0
4-methylene-1-(1-methylethyl)bicyclo3.1.0hexane	106.5	18818	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	432.77897	135.84636	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	179	0	0.88538	136.1252	22.35746	10	0	0	2.32652	-22.36482	136.23404	136.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18818	1	0	2	0	3.14497	19.39982	2.79917	3.1	1	0	0
3-Methyl-1-Hexene	82.2	18848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	485.70788	129.44877	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0.77295	98.10955	32.93993	7	0	0	2.21692	-57.27541	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18848	3	0	1	0	1.87846	31.07454	2.68709	3.3	1	0	1
"2,3-Dimethyl-1-Pentene"	99.3	18851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	499.9207	120.91473	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	62.4	0	0.81579	98.10955	19.87294	7	0	0	2.77886	-57.1902	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18851	2	0	1	0	3.32364	26.63774	3.4	3.36478	1	0	0
"3,3-Dimethyl-1-Pentene"	103.5	18852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	454.48418	100.32981	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	60.4	0	1.38596	98.10955	13.34117	7	0	0	2.35413	-103.84948	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18852	2	0	0	0	2.55135	1523.96354	2.59146	3.3	0	0	1
"2,5-Dimethyl-2-Hexene"	95.2	18853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	494.91566	89.92031	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0.73138	112.1252	8.85307	8	0	0	3.01643	-97.20974	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18853	2	0	0	0	3.29439	210.21405	2.97179	3.5	1	0	0
1-Ethyl-3-Methylcyclopentane	57.6	19502	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	497.13874	128.72753	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	66.4	0	0.75924	112.1252	24.59693	8	0	0	3.27323	-121.49722	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19502	1	0	3	0	3.30968	198.85797	3.52563	3.8	0	0	0
4-Methyl-1-Hexene	86.4	19589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	475.39905	83.77903	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0.80421	98.10955	9.86151	7	0	0	2.36044	-81.77701	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19589	3	0	1	0	2.83853	184.91024	1.73024	3.2	1	0	1
Isopropylcyclopentane	81.1	19751	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	386.65113	166.35232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.4	0	0.85129	112.1252	34.47897	8	0	0	3.16118	-124.74299	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19751	1	0	1	0	3.21643	52.11588	3.49903	3.8	0	0	0
3-Ethyl-1-Pentene	95.6	19951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	633.20054	100.32981	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	1.38596	98.10955	13.34117	7	0	0	2.35413	-103.84948	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19951	3	0	0	0	2.55135	1523.96354	2.59146	3.3	1	0	1
2-Hexene	92.7	19966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	348.9074	159.77065	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	35.3	0	0.87454	84.0939	27.01522	6	0	0	2.14043	-127.03848	84.15948	84.0939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19966	2	0	0	1	2.12037	173	3.3547	2.6	1	0	1
"1,1,3-Trimethylcyclopentane"	81.7	20615	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	399.78864	166.27892	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	82	0	0.82129	112.1252	33.19575	8	0	0	3.46061	-133.84151	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20615	0	0	1	0	3.15723	47.57836	3.36249	3.6	0	0	0
6-Methyl-1-Heptene	63.8	21122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	468.6459	44.61488	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	53.1	0	0.72706	112.1252	20	8	0	0	2.19784	-130.45174	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21122	4	0	0	0	2.18662	1279.07181	2.36475	3.7	1	0	1
2-pentanol	99.4	22386	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	360	116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1	0	1	88.08881	30	6	1	1	1.21	-8	88.14818	88.08881	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22386	2	20.2	1	0	1	1	1.2	3.24443	0	1	0
2-Methyl-1-Hexene	90.7	22468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	633.20054	100.32981	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	53.1	0	1.38596	98.10955	13.34117	7	0	0	2.35413	-103.84948	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22468	3	0	0	0	2.55135	1523.96354	2.59146	3.6	1	0	0
sec-Butylcyclohexane	51	23468	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	633.61347	109.77725	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0.86074	140.1565	46.5811	10	0	0	1.95686	-71.78968	140.2658	140.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23468	2	0	1	0	3.14257	46.85507	1.3326	4.8	0	0	0
"2,3-Dimethyl-2-Hexene"	93.1	23528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	392.12908	123.92809	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	84.2	0	0.7077	112.1252	-13.10427	8	0	0	2.55119	-70.88881	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23528	2	0	0	0	2.47656	323.70122	3.00401	3.9	0	0	0
"3,3,5-Trimethylheptane"	86.4	23544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	485.98427	109.88106	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0.8667	142.17215	29.88709	10	0	0	1.71748	-83.2663	142.28168	142.17215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23544	4	0	1	0	3.32753	73.78079	1.74761	4.9	0	0	0
"2,3-Dimethyl-2-Pentene"	97.5	25403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	441.79708	135.84636	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0.88538	98.10955	22.35746	7	0	0	2.32652	-22.36482	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25403	1	0	0	0	3.14497	19.39982	2.79917	3.3	0	0	0
"2,2,3,3-Tetramethylhexane"	112.8	26057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.1	0	1.38596	142.17215	13.34117	10	0	0	2.35413	-103.84948	142.28168	142.17215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26057	3	0	0	0	2.55135	1523.96354	2.9198	4.8	0	0	0
2-Methyl-1-Heptene	70.2	27519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	415.06136	100.32981	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	62.4	0	1.38596	112.1252	-22.09814	8	0	0	2.36091	-103.84948	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27519	4	0	0	0	2.33812	2391.79188	2.27514	4.1	1	0	0
"2,5-Dimethyl-3-Hexene"	101.9	27535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1	0	1.38596	112.1252	13.34117	8	0	0	2.35413	-103.84948	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27535	2	0	0	1	2.55135	1523.96354	2.59146	3.2	1	0	1
"2,2-Dimethyl-3-ethylpentane"	112.1	28026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	482.94421	111.85669	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.6	0	0.8695	128.1565	52.46696	9	0	0	2.1761	-84.87481	128.2551	128.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28026	3	0	0	0	1.80101	3882.61281	2.10891	4.4	0	0	0
Butyl acetate	100.8	31272	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	797	126.1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	68.9	0	0.8825	116.08373	22.22222	8	2	0	1.78	-78	116.15828	116.08373	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31272	4	26.3	0	0	4	11.5	1.8	3.52571	0	0	0
3-Methylbutyl acetate	100.6	31276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	360	142	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	86.9	0	0.876	130.09938	92	9	2	0	2.25	-78.5	130.18486	130.09938	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31276	4	26.3	0	0	1	5.6	2	2.9946	0	0	0
"3,4-Dimethyl-2-Pentene"	96.2	32737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	616.32876	122.41208	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0.89097	98.10955	61.36523	7	0	0	1.70066	-53.82494	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32737	1	0	0	1	2.97775	22.53114	1.49669	3.1	1	0	0
3-Octene	72.5	32935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	514.58414	34.96987	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	53.1	0	0.69936	112.1252	1.33501	8	0	0	2.2037	-142.50166	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32935	4	0	0	1	1.99449	1378.21581	2.2301	3.6	1	0	1
"1,1,2-Trimethylcyclohexane"	95.7	35363	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	513.154	172.56813	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	92.2	0	0.82657	126.14085	36.11069	9	0	0	3.2483	-103.67337	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35363	0	0	1	0	3.64381	44.40286	3.70614	4.1	0	0	0
"1,3,5-Trimethylcyclohexane"	63.8	35364	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	373.63432	144.78161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	55	0	0.85983	126.14085	25.03821	9	0	0	3.16118	-120.52325	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35364	0	0	0	0	3.21643	52.11588	3.68178	4	0	0	0
"1,2,3-Trimethylcyclopentane"	89.2	35368	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	530.55491	165.39202	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	66.1	0	0.8076	112.1252	45.79265	8	0	0	3.15344	-100.42325	112.21264	112.1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35368	0	0	2	0	2.9369	17.50522	3.57664	3.5	0	0	0
1-Methyl-1-ethylcyclohexane	68.7	35411	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	454.48418	100.32981	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	1.38596	126.14085	13.34117	9	0	0	2.35413	-103.84948	126.23922	126.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35411	1	0	0	0	2.55135	1523.96354	3.79442	4.4	0	0	0
2-Methyl-3-Hexene	97.9	39145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	423.93991	109.44548	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	0	0.72389	98.10955	-7.84796	7	0	0	2.55855	-130.60615	98.18606	98.10955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39145	2	0	0	1	2.63567	2421.9062	2.57416	2.9	1	0	1
